classification,longitude,latitude
A,-122.4131917,37.74678153
A,-122.4128634,37.74680132
A,-122.4077376,37.78495914
A,-122.407789,37.78522346
A,-122.4087321,37.78995135
A,-122.408753,37.79005354
A,-122.4106951,37.79961122
A,-122.4107583,37.79992332
A,-122.4138889,37.7875899
A,-122.4144361,37.78751998
A,-122.4022139,37.78907026
A,-122.4024425,37.78904164
A,-122.4105922,37.7880084
A,-122.4111396,37.7879384
A,-122.4396213,37.80118657
A,-122.4396564,37.80136012
A,-122.4023096,37.79192708
A,-122.4024344,37.79191113
A,-122.4625643,37.72426452
A,-122.462864,37.72426229
A,-122.3991717,37.71128882
A,-122.399291,37.71097246
A,-122.4478914,37.76510053
A,-122.4481602,37.76506626
A,-122.4685628,37.72904804
A,-122.4689358,37.72888778
A,-122.4245193,37.77381105
A,-122.4251037,37.77373672
A,-122.4044661,37.79719301
A,-122.4048861,37.79713956
A,-122.4617877,37.74667912
A,-122.4618567,37.74700302
A,-122.4640272,37.75058572
A,-122.4239815,37.77356087
A,-122.424013,37.77371614
A,-122.4706383,37.73057283
A,-122.4712054,37.73081615
A,-122.4630879,37.72553921
A,-122.4340606,37.80395958
A,-122.4346088,37.80388944
A,-122.4048167,37.78679993
A,-122.4050747,37.7867764
A,-122.4115874,37.78595801
A,-122.4118613,37.78592358
A,-122.4408272,37.79434672
A,-122.4408416,37.79441799
A,-122.4331389,37.76476776
A,-122.4331111,37.76447876
A,-122.4320627,37.75355323
A,-122.4320371,37.7532871
A,-122.3998051,37.78688127
A,-122.3996475,37.78675552
A,-122.4024318,37.79127496
A,-122.4024955,37.79158507
A,-122.4645645,37.7324462
A,-122.4681066,37.73317501
A,-122.4683935,37.73318157
A,-122.4639908,37.74420892
A,-122.4638325,37.74397717
A,-122.4691686,37.72837085
A,-122.4692938,37.72854984
A,-122.4000208,37.78781784
A,-122.4002559,37.78763229
A,-122.4066955,37.78254754
A,-122.4069239,37.78236723
A,-122.4176386,37.77392957
A,-122.3994828,37.78738601
A,-122.3997228,37.78719652
A,-122.4004677,37.78661316
A,-122.4591895,37.74624365
A,-122.4596947,37.7458487
A,-122.470115,37.72769448
A,-122.4703701,37.72821831
A,-122.4389072,37.77772119
A,-122.439461,37.77765205
A,-122.4099605,37.78764317
A,-122.4100026,37.78786079
A,-122.4108684,37.79213991
A,-122.4109314,37.79244896
A,-122.4558272,37.79009321
A,-122.4557942,37.78992953
A,-122.4598591,37.74839043
A,-122.4598256,37.74806219
A,-122.4667913,37.7442244
A,-122.4674563,37.74417209
A,-122.4375375,37.80194113
A,-122.4376424,37.80230363
A,-122.4420491,37.77094488
A,-122.4421124,37.77125601
A,-122.4435589,37.77840162
A,-122.4711563,37.72621512
A,-122.4711382,37.72649949
A,-122.422959,37.76108762
A,-122.425087,37.77612947
A,-122.4256211,37.77606139
A,-122.4205966,37.75960938
A,-122.4205457,37.7590751
A,-122.4626731,37.72486266
A,-122.463079,37.72486295
A,-122.4141042,37.78310042
A,-122.4141668,37.7834102
A,-122.4504091,37.78834968
A,-122.4181062,37.78625223
A,-122.4181364,37.78640721
A,-122.4093975,37.77713692
A,-122.4088846,37.77672425
A,-122.4257195,37.77381774
A,-122.4257508,37.7739731
A,-122.4261873,37.77614902
A,-122.4262192,37.77630474
A,-122.4048106,37.79458476
A,-122.404837,37.79472027
A,-122.4567398,37.78309513
A,-122.4566785,37.7822652
A,-122.4774522,37.71838465
A,-122.4775865,37.718483
A,-122.4127999,37.78500985
A,-122.4128299,37.78515726
A,-122.4134436,37.78816767
A,-122.4134864,37.78838105
A,-122.4005647,37.78825421
A,-122.4007978,37.78807003
A,-122.4084109,37.80085054
A,-122.4084753,37.80115986
A,-122.4196262,37.8077284
A,-122.4201786,37.80765739
A,-122.448052,37.79074757
A,-122.4486147,37.79067593
A,-122.4252526,37.777066
A,-122.4257998,37.77699617
A,-122.3933963,37.78114132
A,-122.406439,37.79604581
A,-122.4065395,37.79603341
A,-122.3913243,37.75949313
A,-122.4162712,37.78548903
A,-122.4162949,37.78560587
A,-122.4207921,37.80789732
A,-122.4208532,37.80820824
A,-122.4132908,37.77487741
A,-122.4134326,37.77476691
