classification,longitude,latitude
B,-122.4049027,37.72462852
B,-122.4286828,37.73076936
B,-122.4111458,37.73981433
B,-122.4726052,37.77746004
B,-122.43912,37.75864723
B,-122.4307595,37.79876622
B,-122.4683399,37.71965937
B,-122.4888543,37.76241814
B,-122.4477371,37.70920633
B,-122.4421451,37.75398155
B,-122.4565876,37.77610311
B,-122.4313811,37.71183002
B,-122.4182766,37.73845771
B,-122.4449623,37.71640646
B,-122.4268484,37.72229913
B,-122.4267607,37.72935537
B,-122.4630995,37.74055175
B,-122.4244996,37.72463617
B,-122.4493863,37.73756565
B,-122.5011498,37.75376595
B,-122.4441137,37.73867326
B,-122.4488761,37.73481659
B,-122.4326,37.79952186
B,-122.4120242,37.73921762
B,-122.4357088,37.72300406
B,-122.4338476,37.77230576
B,-122.4376539,37.79948867
B,-122.4395822,37.71544938
B,-122.4560904,37.78038622
B,-122.4511516,37.73330222
B,-122.4496821,37.74210648
B,-122.4227899,37.73371385
B,-122.424497,37.79559299
B,-122.4020379,37.74058996
B,-122.4454482,37.76256461
B,-122.4662298,37.71849715
B,-122.4815258,37.74466149
B,-122.4542469,37.72878253
B,-122.4744888,37.76176446
B,-122.4440951,37.7625942
B,-122.4979761,37.75452934
B,-122.4537377,37.76436331
B,-122.4393483,37.73787573
B,-122.438371,37.71564096
B,-122.4098892,37.71398417
B,-122.4704033,37.71608651
B,-122.4578733,37.73570696
B,-122.4313015,37.76110685
B,-122.4096617,37.72205506
B,-122.4255923,37.74858307
B,-122.3703673,37.73271986
B,-122.4020146,37.74899886
B,-122.4840918,37.77631451
B,-122.4049074,37.72551255
B,-122.4427586,37.72990238
B,-122.441029,37.79104345
B,-122.4728035,37.74629175
B,-122.467789,37.77518637
B,-122.4104723,37.80409584
B,-122.4510142,37.73801448
B,-122.4276497,37.80285606
B,-122.4631886,37.71429927
B,-122.4398147,37.72776434
B,-122.4290819,37.76124097
B,-122.4409121,37.72354011
B,-122.4479513,37.78392536
B,-122.4508408,37.74280488
B,-122.4770244,37.73395816
B,-122.4322822,37.74818121
B,-122.4495064,37.71977203
B,-122.4352348,37.73875535
B,-122.4095334,37.73915985
B,-122.4457965,37.75242265
B,-122.3993009,37.72137032
B,-122.3717203,37.73332317
B,-122.4292539,37.70911477
B,-122.3996636,37.71591483
B,-122.4863104,37.74132939
B,-122.4478979,37.76236118
B,-122.4725021,37.7469275
B,-122.4462201,37.74822663
B,-122.4479346,37.73865045
B,-122.4415218,37.72681543
B,-122.3919762,37.72230147
B,-122.4363206,37.73701119
B,-122.4528729,37.76446744
B,-122.4957339,37.73779946
B,-122.5078368,37.75721709
B,-122.4912429,37.78107859
B,-122.442325,37.78201799
B,-122.4132322,37.74107418
B,-122.4531378,37.74997278
B,-122.4267179,37.72294654
B,-122.4416232,37.75325292
B,-122.4082395,37.74528117
B,-122.4277672,37.78677952
B,-122.4222975,37.72883636
B,-122.4819609,37.78646978
B,-122.3958964,37.72799256
B,-122.4393303,37.72637684
B,-122.4722178,37.7844633
B,-122.4970701,37.73649179
B,-122.4985941,37.77377956
B,-122.4582322,37.73253771
B,-122.4649482,37.72839567
B,-122.4413461,37.76271807
B,-122.3997381,37.76581628
B,-122.4054072,37.73114599
B,-122.4122624,37.73660303
B,-122.4409126,37.79045726
B,-122.4252844,37.73259139
B,-122.4929851,37.7752846
B,-122.4138434,37.74111633
B,-122.4192848,37.80043962
B,-122.4285881,37.79636873
B,-122.4846289,37.77880416
B,-122.4075861,37.80254587
B,-122.483351,37.78581736
B,-122.5031895,37.76240738
B,-122.4742689,37.72446835
B,-122.4314597,37.72097899
B,-122.4101596,37.73289547
B,-122.3973088,37.7227878
B,-122.47778,37.7423299
B,-122.3988532,37.73159906
B,-122.4706024,37.75636225
B,-122.4368633,37.77606317
B,-122.4341058,37.71555543
B,-122.3856727,37.72094738
B,-122.4431932,37.78771284
B,-122.3870063,37.72515169
B,-122.4397342,37.7321029
B,-122.4805298,37.75093914
B,-122.4652347,37.74001077
B,-122.4196923,37.74199099
B,-122.4407758,37.71307117
B,-122.405268,37.748099
B,-122.447416,37.73794408
B,-122.398067,37.73544192
B,-122.4078728,37.72650951
B,-122.446579,37.73257974
B,-122.4104497,37.71338458
B,-122.4207764,37.74204009
B,-122.4284282,37.75055894
B,-122.4513549,37.74387636
B,-122.4030038,37.74463085
B,-122.4062853,37.7525742
B,-122.4027543,37.76348018
B,-122.487508,37.74315004
B,-122.4682843,37.71425909
B,-122.4262744,37.74773674
B,-122.4260492,37.74534032
B,-122.491039,37.7307375
B,-122.4476163,37.75090935
B,-122.4521018,37.71039359
B,-122.4661764,37.71338165
B,-122.455992,37.75541815
B,-122.4588684,37.73328295
B,-122.4160412,37.74749666
B,-122.4167902,37.73512321
B,-122.4383179,37.76136271
B,-122.4501195,37.71880914
B,-122.4931654,37.73681087
B,-122.4023836,37.75280703
B,-122.425398,37.73600605
B,-122.4878869,37.77930095
B,-122.4959533,37.72987022
B,-122.4382954,37.7389179
B,-122.4707338,37.71905437
B,-122.4464871,37.71788193
B,-122.4906499,37.7728946
B,-122.4709311,37.75615357
B,-122.4220456,37.74718757
B,-122.4436344,37.74988862
B,-122.4942419,37.74721505
B,-122.4324977,37.73556736
B,-122.4017401,37.72054315
B,-122.4624647,37.74078556
B,-122.4494415,37.77414431
B,-122.4999638,37.74197085
B,-122.4591098,37.75404095
B,-122.4372759,37.7462745
B,-122.4413028,37.77836633
B,-122.3992505,37.76069696
B,-122.4402417,37.7234605
B,-122.4003171,37.71872089
B,-122.4158628,37.72604113
B,-122.4635231,37.71732791
B,-122.5011734,37.73880682
B,-122.4328411,37.75779426
B,-122.4636611,37.7288477
B,-122.4492327,37.71130929
B,-122.4396817,37.78717945
B,-122.4418452,37.78144129
B,-122.4014434,37.72955928
B,-122.4455106,37.8047362
B,-122.4465632,37.73097863
B,-122.4270501,37.79432372
B,-122.4374205,37.77599236
B,-122.4202699,37.74651612
B,-122.4876534,37.7606015
B,-122.4675877,37.76206754
B,-122.4389727,37.7163086
B,-122.4740496,37.7284454
B,-122.4726036,37.76125891
B,-122.3961054,37.74385134
B,-122.4111641,37.72831198
B,-122.4022323,37.76137301
B,-122.5029541,37.74371775
B,-122.3895145,37.72090434
B,-122.4736378,37.73939883
B,-122.4362127,37.71901263
B,-122.4797712,37.7503486
B,-122.4820216,37.74151849
B,-122.4539628,37.78404246
B,-122.4396299,37.71292715
B,-122.42567,37.74938457
B,-122.3995997,37.71565069
B,-122.4581676,37.72062772
B,-122.4461453,37.77914319
B,-122.4860121,37.77809715
B,-122.4400688,37.72310844
B,-122.4385695,37.72709419
B,-122.4969915,37.75582052
B,-122.442357,37.75510978
B,-122.4292948,37.80264871
B,-122.4434131,37.71876805
B,-122.4661515,37.71132666
B,-122.3940213,37.73574654
B,-122.4421556,37.76044725
B,-122.4156451,37.74549774
B,-122.4042053,37.76168256
B,-122.4693125,37.75283692
B,-122.4739666,37.75429805
B,-122.4551343,37.75464634
B,-122.4287297,37.79985409
B,-122.5046967,37.74301281
B,-122.4701047,37.7160881
B,-122.406218,37.80460753
B,-122.4237795,37.79203135
B,-122.4255925,37.79545271
B,-122.4436033,37.7153252
B,-122.3971816,37.72090768
B,-122.4503164,37.75473436
B,-122.4817439,37.73757378
B,-122.4116499,37.76768576
B,-122.4841489,37.7870858
B,-122.4328853,37.7620825
B,-122.4168594,37.80233726
B,-122.411376,37.79542439
B,-122.4392785,37.74285074
B,-122.4311475,37.75950882
B,-122.5047573,37.75922416
B,-122.5080993,37.76094596
B,-122.3900303,37.72970257
B,-122.4123369,37.79349005
B,-122.5004679,37.75941237
B,-122.3953805,37.78657478
B,-122.4334574,37.71497197
B,-122.4321915,37.71099027
B,-122.5013333,37.75126676
B,-122.4129713,37.73122988
B,-122.4612813,37.78432987
B,-122.4755678,37.75677062
B,-122.4981472,37.77255212
B,-122.4473131,37.72826513
B,-122.428841,37.74133864
B,-122.4348048,37.72327745
B,-122.459218,37.78630558
B,-122.4484123,37.77459432
B,-122.4193309,37.73067095
B,-122.4982213,37.74267531
B,-122.4324719,37.73528495
B,-122.425767,37.78799714
B,-122.4350364,37.79490212
B,-122.4383889,37.74044414
B,-122.4547797,37.77557564
B,-122.418692,37.7691323
B,-122.4567257,37.73606079
B,-122.4528042,37.73563657
B,-122.4247481,37.74220049
B,-122.4927815,37.74166892
B,-122.4678613,37.74642817
B,-122.4330091,37.71748428
B,-122.3979222,37.79713885
B,-122.4268333,37.74556133
B,-122.381476,37.7309865
B,-122.4473239,37.73069235
B,-122.4221372,37.72927448
B,-122.3796894,37.73806853
B,-122.4099119,37.79379942
B,-122.4281186,37.73693462
B,-122.4825146,37.76394982
B,-122.4262042,37.79292446
B,-122.4235857,37.73335814
B,-122.3895067,37.75057491
B,-122.4784766,37.78292636
B,-122.4447202,37.71441009
B,-122.4066287,37.80648439
B,-122.4153768,37.72967761
B,-122.4908568,37.73677377
B,-122.4567173,37.76455593
B,-122.4084865,37.71243916
B,-122.3975221,37.76294159
B,-122.4348345,37.71303029
B,-122.4409245,37.71949014
B,-122.4258639,37.79958211
B,-122.4234607,37.73083929
B,-122.5061629,37.74856074
B,-122.5014498,37.75812137
B,-122.4237352,37.78346913
B,-122.4219804,37.79705295
B,-122.4578225,37.72577371
B,-122.4038893,37.80491967
B,-122.4070559,37.71246849
B,-122.4106618,37.73814077
B,-122.4965397,37.77995127
B,-122.4823352,37.74088022
B,-122.5083683,37.77520545
B,-122.4311148,37.74369828
B,-122.4811322,37.73906904
B,-122.4272872,37.72462724
B,-122.4437277,37.77954701
B,-122.4021439,37.75709949
B,-122.4053641,37.74739344
B,-122.4806602,37.75280468
B,-122.3911579,37.72844884
B,-122.4108036,37.72042118
B,-122.4725099,37.73106186
B,-122.4297553,37.72227009
B,-122.4368178,37.72374056
B,-122.4304855,37.73716828
B,-122.4509238,37.78107239
B,-122.4427424,37.74914325
B,-122.4128083,37.72876866
B,-122.4722415,37.75068052
B,-122.4544316,37.76383694
B,-122.4534501,37.70933374
B,-122.4595842,37.72758209
B,-122.3867893,37.73225961
B,-122.4513656,37.72098949
B,-122.390508,37.75096257
B,-122.4300976,37.72661959
B,-122.4426506,37.75821747
B,-122.4549327,37.74614775
B,-122.3868525,37.72695579
B,-122.413389,37.73789524
B,-122.5056445,37.77220919
B,-122.4707491,37.72030607
B,-122.4718908,37.76187861
B,-122.5058568,37.74421193
B,-122.4575466,37.74355406
B,-122.4441078,37.71572538
B,-122.4666231,37.7584093
B,-122.4272064,37.72034979
B,-122.3975639,37.73396575
B,-122.432551,37.79650161
B,-122.4616456,37.77441539
B,-122.4748542,37.77735787
B,-122.4235933,37.73267408
B,-122.4622219,37.72922873
B,-122.4643841,37.71383705
B,-122.492668,37.73490298
B,-122.4182251,37.7277961
B,-122.4810726,37.73374539
B,-122.443924,37.75726189
B,-122.4475387,37.77618711
B,-122.5078305,37.76220206
B,-122.4521089,37.7488923
B,-122.484671,37.77441641
B,-122.4328115,37.7230294
B,-122.4180195,37.79276494
B,-122.4449697,37.71280967
B,-122.4056939,37.74903638
B,-122.4981537,37.77754312
B,-122.4275736,37.71841817
B,-122.4291757,37.77991231
B,-122.4730713,37.77868299
B,-122.3878613,37.72374293
B,-122.4636734,37.76228052
B,-122.4409373,37.7841536
B,-122.3897953,37.72263883
B,-122.4662503,37.72033785
B,-122.4047024,37.71341985
B,-122.437133,37.73714682
B,-122.424618,37.73283132
B,-122.3894185,37.72305772
B,-122.5009529,37.73556052
B,-122.4411694,37.78891994
B,-122.4163952,37.7453731
B,-122.4261377,37.73097326
B,-122.5030492,37.73996575
B,-122.4642652,37.74068823
B,-122.4172681,37.7302654
B,-122.4533976,37.73095435
B,-122.4435183,37.71238968
B,-122.4283573,37.7305291
B,-122.4235601,37.73245698
B,-122.4958206,37.73904187
B,-122.4912948,37.73511353
B,-122.4029381,37.75859405
B,-122.4376647,37.74093224
B,-122.4499583,37.75442152
B,-122.4109006,37.79367362
B,-122.4547538,37.71408198
B,-122.3816938,37.73129814
B,-122.4533701,37.76371351
B,-122.4511252,37.73013794
B,-122.4358455,37.75815235
B,-122.4491602,37.78276961
B,-122.4223586,37.80257751
B,-122.4393579,37.74533599
B,-122.4674086,37.74960934
B,-122.4228346,37.74231759
B,-122.4866715,37.76189203
B,-122.4523812,37.75824123
B,-122.5072122,37.75849303
B,-122.4989505,37.77376324
B,-122.5042616,37.76235996
B,-122.4490873,37.76877023
B,-122.4149692,37.7292842
B,-122.443574,37.71369995
B,-122.4796321,37.75347324
B,-122.3971657,37.71959343
B,-122.4971227,37.75768724
B,-122.408264,37.74504377
B,-122.4434266,37.74897344
B,-122.3866427,37.71739522
B,-122.463019,37.7785161
B,-122.4273275,37.73685733
B,-122.4595847,37.73828793
B,-122.4272912,37.75035934
B,-122.4031582,37.71653945
B,-122.4294501,37.79785191
B,-122.4402624,37.77881667
B,-122.47269,37.72682833
B,-122.4710381,37.74699206
B,-122.4764708,37.7848863
B,-122.4721288,37.78571056
B,-122.4443722,37.79911155
B,-122.4315865,37.72033283
B,-122.4029744,37.7405346
B,-122.3979763,37.74492839
B,-122.4175064,37.79160253
B,-122.4276288,37.73082303
B,-122.4052565,37.7633186
B,-122.476663,37.7417557
B,-122.4944,37.73661099
B,-122.4389375,37.78631716
B,-122.4885788,37.74310292
B,-122.4151409,37.80497642
B,-122.4440796,37.78375293
B,-122.4693376,37.75335414
B,-122.421673,37.72556328
B,-122.4016235,37.72381493
B,-122.4230418,37.73807352
B,-122.3895474,37.75100857
B,-122.4153775,37.79966025
B,-122.4180399,37.73920592
B,-122.4226605,37.74929704
B,-122.4918986,37.75978925
B,-122.4830074,37.74022905
B,-122.4320489,37.77173782
B,-122.4384462,37.77969089
B,-122.4416898,37.7652831
B,-122.4185515,37.74671738
B,-122.409087,37.74325639
B,-122.4042702,37.75226653
B,-122.4750621,37.7649109
B,-122.4455601,37.71777946
B,-122.4212072,37.71016084
B,-122.4357084,37.73670148
B,-122.4494402,37.74069793
B,-122.4055416,37.74390965
B,-122.4275704,37.79968331
B,-122.4489496,37.78085627
B,-122.382692,37.7304603
B,-122.3903116,37.73364506
B,-122.3897939,37.78771881
B,-122.4626089,37.72633994
B,-122.4391996,37.71598868
B,-122.4477718,37.74730839
B,-122.4353075,37.73042156
B,-122.422096,37.74072573
B,-122.4874213,37.74190506
B,-122.4249142,37.72869299
B,-122.5034161,37.7605309
B,-122.4521142,37.74997528
B,-122.4862006,37.7500648
B,-122.4149021,37.77638909
B,-122.4320121,37.72264726
B,-122.4244506,37.72551045
B,-122.4826274,37.78082966
B,-122.4114105,37.7449335
B,-122.4807309,37.73846154
B,-122.5036335,37.73807815
B,-122.4674661,37.76024494
B,-122.4379348,37.74189911
B,-122.501092,37.77366514
B,-122.499441,37.76008195
B,-122.5034678,37.75616296
B,-122.391695,37.73536927
B,-122.4055807,37.79986722
B,-122.4420855,37.79060765
B,-122.4278783,37.73738671
B,-122.391562,37.75175386
B,-122.3916066,37.76243934
B,-122.4162784,37.79666155
B,-122.4554488,37.73493933
B,-122.4230075,37.73846245
B,-122.4176535,37.79937353
B,-122.4926002,37.74417424
B,-122.4794577,37.75098643
B,-122.4804899,37.7859463
B,-122.4625984,37.71512526
B,-122.4048694,37.71058787
B,-122.4847106,37.75948142
B,-122.5018302,37.7481282
B,-122.4484856,37.73639104
B,-122.4539036,37.73154758
B,-122.5024742,37.76243901
B,-122.4252677,37.80220754
B,-122.4285417,37.79892349
B,-122.458247,37.72696292
B,-122.5073211,37.78074249
B,-122.4775871,37.78545682
B,-122.4293388,37.78084832
B,-122.5070586,37.77682274
B,-122.4338146,37.73211108
B,-122.4232525,37.72761681
B,-122.4181484,37.73430297
B,-122.4705107,37.77817699
B,-122.4488892,37.77574766
B,-122.4420108,37.73183104
B,-122.4552187,37.71573838
B,-122.3961842,37.75944891
B,-122.4568891,37.73114824
B,-122.3981189,37.75220953
B,-122.4396585,37.78144641
B,-122.4566548,37.73011874
B,-122.4847401,37.74452017
B,-122.4530895,37.72202842
B,-122.4384639,37.7197654
B,-122.4551043,37.74150709
B,-122.4491105,37.70857203
B,-122.4092569,37.74768255
B,-122.4088352,37.73432357
B,-122.4208527,37.79703541
B,-122.4758913,37.74116651
B,-122.4638359,37.72812548
B,-122.4166432,37.77586419
B,-122.418545,37.72416344
B,-122.4836044,37.77949623
B,-122.4502494,37.71192149
B,-122.4597579,37.77804356
B,-122.5075766,37.75348768
B,-122.455715,37.74643565
B,-122.4239091,37.74707565
B,-122.479762,37.75533973
B,-122.4231403,37.74712182
B,-122.4319626,37.71839363
B,-122.437065,37.73795595
B,-122.4610063,37.77549653
B,-122.463077,37.75802527
B,-122.4157122,37.74120435
B,-122.4123285,37.79813127
B,-122.492553,37.73195666
B,-122.4533985,37.73124055
B,-122.4264375,37.75737995
B,-122.4418632,37.72551397
B,-122.4130218,37.73508233
B,-122.5073058,37.75474806
B,-122.4452091,37.76957491
B,-122.4324362,37.73489331
B,-122.4110546,37.73241485
B,-122.41775,37.74592816
B,-122.4296283,37.79038656
B,-122.4356169,37.71547997
B,-122.4679979,37.71548696
B,-122.4750698,37.7599074
B,-122.3979871,37.73863216
B,-122.4506517,37.74883143
B,-122.4652798,37.71338795
B,-122.4703366,37.75637413
B,-122.3964336,37.76172297
B,-122.459472,37.77929559
B,-122.4492068,37.71233347
B,-122.4012152,37.72189834
B,-122.4020852,37.7131622
B,-122.4091157,37.71178138
B,-122.4034145,37.72368712
B,-122.4809505,37.73202953
B,-122.4112808,37.73819404
B,-122.451144,37.73255952
B,-122.4613673,37.73401071
B,-122.3887886,37.71635614
B,-122.408012,37.74069829
B,-122.4587158,37.74114596
B,-122.4329554,37.73547438
B,-122.3981317,37.7353729
B,-122.4503588,37.72906186
B,-122.4439488,37.76574331
B,-122.4698498,37.78394528
B,-122.5055917,37.74047422
B,-122.4297454,37.76039797
B,-122.4992164,37.77250325
B,-122.4120327,37.71139537
B,-122.432849,37.71529127
B,-122.3987167,37.75510657
B,-122.403679,37.71451296
B,-122.4248749,37.79189211
B,-122.4025137,37.76092725
B,-122.4534547,37.7315004
B,-122.4658872,37.71427857
B,-122.4736897,37.72441424
B,-122.4989961,37.75885233
B,-122.4822834,37.74525073
B,-122.4338888,37.74245023
B,-122.4831372,37.74209362
B,-122.3852383,37.73694594
B,-122.400881,37.71903675
B,-122.3824878,37.72762994
B,-122.4303746,37.79964495
B,-122.4652929,37.75471911
B,-122.4265314,37.73413489
B,-122.4807432,37.77459577
B,-122.4368826,37.72144931
B,-122.4565939,37.74336267
B,-122.4081957,37.73082039
B,-122.4187431,37.73465723
B,-122.448215,37.76169638
B,-122.4575467,37.75365855
B,-122.4099611,37.73502661
B,-122.4943493,37.73848459
B,-122.4413641,37.71598501
B,-122.3971759,37.73848861
B,-122.4158667,37.73803453
B,-122.405106,37.71772013
B,-122.4043107,37.75269203
B,-122.4336643,37.79922661
B,-122.3965028,37.73529553
B,-122.4069925,37.74690061
B,-122.4611032,37.78682878
B,-122.4839569,37.77444903
B,-122.4261833,37.72269171
B,-122.4094696,37.74562956
B,-122.4733128,37.73326031
B,-122.4175945,37.74329364
B,-122.4970607,37.74147821
B,-122.5027883,37.76180296
B,-122.3987178,37.75255961
B,-122.4486363,37.75451494
B,-122.4422949,37.80291116
B,-122.414342,37.76213419
B,-122.4862805,37.75629829
B,-122.488277,37.78471221
B,-122.4860116,37.75755371
B,-122.4523323,37.7633899
B,-122.4841552,37.78719639
B,-122.4214006,37.70919288
B,-122.4449869,37.79970018
B,-122.4470577,37.73425041
B,-122.449001,37.76111303
B,-122.4573999,37.74411137
B,-122.3877063,37.73437932
B,-122.4550842,37.74532209
B,-122.3907445,37.718468
B,-122.4566284,37.74198472
B,-122.4201988,37.7281561
B,-122.401264,37.75109
B,-122.4177975,37.80699897
B,-122.4511308,37.73096247
B,-122.4161622,37.73721919
B,-122.4701197,37.74703444
B,-122.4940739,37.74223675
B,-122.4689176,37.78585816
B,-122.4481286,37.70993125
B,-122.4701403,37.71964639
B,-122.4422904,37.76448039
B,-122.4164852,37.73854712
B,-122.4044948,37.73393431
B,-122.503642,37.77417274
B,-122.4946655,37.73784622
B,-122.4168275,37.79381889
B,-122.449486,37.75749803
B,-122.3899092,37.7514237
B,-122.4628221,37.72955087
B,-122.4740202,37.74997865
B,-122.5092047,37.7806544
B,-122.4313606,37.77389912
B,-122.4582611,37.72965276
B,-122.4505187,37.73808387
B,-122.4167195,37.73591391
B,-122.3914446,37.75053469
B,-122.4446691,37.71967273
B,-122.4441862,37.79819256
B,-122.4386301,37.73361612
B,-122.3936851,37.79038011
B,-122.3938271,37.78818556
B,-122.454455,37.76553984
B,-122.4354243,37.77178842
B,-122.4259721,37.72888916
B,-122.442857,37.72032048
B,-122.4472832,37.73206745
B,-122.4255047,37.75341454
B,-122.4039116,37.75186013
B,-122.4500074,37.75117242
B,-122.3943961,37.73321753
B,-122.4227083,37.74172836
B,-122.4042516,37.71773766
B,-122.4584221,37.7857729
B,-122.4401691,37.71884324
B,-122.4605587,37.72364184
B,-122.4198446,37.74138347
B,-122.5005199,37.75503205
B,-122.4727518,37.78443587
B,-122.4944676,37.73017267
B,-122.3870711,37.74031364
B,-122.4415289,37.79067965
B,-122.4230136,37.80217543
B,-122.4141623,37.73631754
B,-122.4161731,37.80051308
B,-122.4736839,37.76059329
B,-122.4454588,37.78062669
B,-122.4647225,37.78723563
B,-122.4348657,37.78014348
B,-122.4367,37.78086712
B,-122.4927981,37.77778629
B,-122.4922023,37.7641492
B,-122.4495981,37.7290653
B,-122.423585,37.79386157
B,-122.4437434,37.7525917
B,-122.4963272,37.77700282
B,-122.4044172,37.72608348
B,-122.4358042,37.74609449
B,-122.4312988,37.72953162
B,-122.5082328,37.77333775
B,-122.4500689,37.76396134
B,-122.4559181,37.73224561
B,-122.4379883,37.7617296
B,-122.4605766,37.7745225
B,-122.4608692,37.76317177
B,-122.4043708,37.72162759
B,-122.4873779,37.74128236
B,-122.3887825,37.74573469
B,-122.4126746,37.73896351
B,-122.5068998,37.75913009
B,-122.4042072,37.71694817
B,-122.4336616,37.7470239
B,-122.4313139,37.73085831
B,-122.3988341,37.75632359
B,-122.395385,37.76092994
B,-122.4495819,37.74122431
B,-122.4581274,37.72528261
B,-122.4832443,37.73511828
B,-122.4073777,37.72619567
B,-122.3903672,37.74502251
B,-122.4339724,37.77292613
B,-122.4398621,37.79652733
B,-122.4397451,37.73381497
B,-122.3954679,37.79088313
B,-122.4014213,37.71622794
B,-122.4623031,37.73098327
B,-122.4961066,37.75337037
B,-122.4389253,37.78089881
B,-122.4104723,37.74766817
B,-122.4698192,37.71728611
B,-122.4410096,37.77966982
B,-122.4286507,37.79667834
B,-122.4981342,37.74143004
B,-122.394346,37.72175714
B,-122.4438695,37.73455587
B,-122.4326345,37.7358449
B,-122.3975614,37.76336582
B,-122.4324121,37.80417048
B,-122.4044144,37.74770586
B,-122.4089659,37.73861622
B,-122.4854108,37.74386649
B,-122.3831396,37.73216889
B,-122.4022877,37.72909577
B,-122.4451444,37.77501055
B,-122.4856104,37.77749172
B,-122.453821,37.76213786
B,-122.4750177,37.76428136
B,-122.4656089,37.7161121
B,-122.4305486,37.72940289
B,-122.4319327,37.73085293
B,-122.4543946,37.7182344
B,-122.4082044,37.72110375
B,-122.4490406,37.73657008
B,-122.441588,37.7156894
B,-122.4349817,37.73717523
B,-122.4490386,37.75520909
B,-122.400523,37.71957366
B,-122.4003769,37.73302088
B,-122.451601,37.76813238
B,-122.4485445,37.75755009
B,-122.42614,37.7953826
B,-122.4626068,37.71596515
B,-122.447174,37.71393209
B,-122.3879115,37.72787171
B,-122.3947764,37.79033134
